suntimes.com	KEEP	US	Chicago Sun-Times	
oregonlive.com	KEEP	US	The Oregonian	
azcentral.com	KEEP	US	The Arizona Republic	
denverpost.com	KEEP	US	Denver Post	
newrepublic.com	KEEP	US	The New Republic	
sbnation.com	KEEP	US	SB Nation	
thenation.com	KEEP	US	The Nation	
inquirer.com	KEEP	US	Philadelphia Inquirer	
vulture.com	DROP	US	Vulture	notnews
mtv.com	DROP	US	MTV	notnews
freep.com	KEEP	US	Detroit Free Press	
telegram.com	KEEP	US	Telegram & Gazette	
sfchronicle.com	KEEP	US	San Francisco Chronicle	
theintercept.com	KEEP	US	The Intercept	
eater.com	DROP	US	Eater	notnews
sandiegouniontribune.com	KEEP	US	The San Diego Union-Tribune	
gale.cengage.com	DROP	US	Gale	aggregator
rfa.org	KEEP	US	Radio Free Asia	
newsmax.com	KEEP	US	Newsmax	
futurism.com	KEEP	US	Futurism	
ajc.com	KEEP	US	Atlanta Journal-Constitution	
observer.com	KEEP	US	New York Observer	
military.com	KEEP	US	Military.com	
buzzfeednews.com	DROP	US	BuzzFeed News	defunct
discovermagazine.com	DROP	US	Discover	notnews
cleveland.com	KEEP	US	Cleveland.com	
baltimoresun.com	KEEP	US	The Baltimore Sun	
rferl.org	KEEP	US	Radio Free Europe/Radio Liberty	
statnews.com	KEEP	US	STAT	
theonion.com	DROP	US	The Onion	notnews
mlive.com	KEEP	US	MLive	
businessinsider.com.pl	DROP	US	Business Insider Polska	nonukus
pitchfork.com	DROP	US	Pitchfork	notnews
zerohedge.com	KEEP	US	ZeroHedge	
washingtonexaminer.com	KEEP	US	Washington Examiner	
examiner.com	DROP	US	Examiner.com	defunct
nationalreview.com	KEEP	US	National Review	
al.com	KEEP	US	AL.com	
thecut.com	DROP	US	The Cut	notnews
news.bloomberglaw.com	KEEP	US	Bloomberg Law	
newsday.com	KEEP	US	Newsday	
chronicle.com	KEEP	US	The Chronicle of Higher Education	
thewrap.com	KEEP	US	The Wrap	
post-gazette.com	KEEP	US	Pittsburgh Post-Gazette	
rawstory.com	KEEP	US	Raw Story	
wbur.org	KEEP	US	WBUR	
detroitnews.com	KEEP	US	Detroit News	
mongabay.com	KEEP	US	Mongabay	
jsonline.com	KEEP	US	Milwaukee Journal Sentinel	
usmagazine.com	KEEP	US	Us Weekly	
wral.com	KEEP	US	WRAL	
dailykos.com	KEEP	US	Daily Kos	
sacbee.com	KEEP	US	The Sacramento Bee	
investors.com	KEEP	US	Investor's Business Daily	
cw.ua.edu	KEEP	US	The Crimson White	
windowscentral.com	KEEP	US	Windows Central	
reviewjournal.com	KEEP	US	Las Vegas Review-Journal	
ocregister.com	KEEP	US	Orange County Register	
newscomwc.newspapers.com	DROP	US	Newspapers.com	aggregator
reason.com	KEEP	US	Reason	
tronc-hartford-courant-prod.origin.arcpublishing.com	DROP	US	Arc Publishing origin	other
theathletic.com	KEEP	US	The Athletic	
tampabay.com	KEEP	US	Tampa Bay Times	
thediplomat.com	KEEP	US	The Diplomat	
fivethirtyeight.com	DROP	US	FiveThirtyEight	defunct
bonappetit.com	DROP	US	Bon Appetit	notnews
deseret.com	KEEP	US	Deseret News	
teenvogue.com	DROP	US	Teen Vogue	notnews
usccb.org	DROP	US	US Conference of Catholic Bishops	other
nola.com	KEEP	US	NOLA.com	
kqed.org	KEEP	US	KQED	
univision.com	KEEP	US	Univision News	
commondreams.org	KEEP	US	Common Dreams	
abc7.com	KEEP	US	ABC7	
houstonchronicle.com	KEEP	US	Houston Chronicle	
democracynow.org	KEEP	US	Democracy Now!	
orlandosentinel.com	KEEP	US	Orlando Sentinel	
texastribune.org	KEEP	US	Texas Tribune	
edweek.org	KEEP	US	Education Week	
sun-sentinel.com	KEEP	US	Sun Sentinel	
alternet.org	KEEP	US	AlterNet	
bostonherald.com	KEEP	US	Boston Herald	
sltrib.com	KEEP	US	Salt Lake Tribune	
catalog.hathitrust.org	DROP	US	HathiTrust	aggregator
politifact.com	KEEP	US	PolitiFact	
dailycaller.com	KEEP	US	Daily Caller	
gawker.com	DROP	US	Gawker	defunct
realclearpolitics.com	DROP	US	RealClearPolitics	aggregator
thegatewaypundit.com	KEEP	US	The Gateway Pundit	
curbed.com	DROP	US	Curbed	notnews
stltoday.com	KEEP	US	St. Louis Post-Dispatch	
suburbanjournals.stltoday.com	DROP	US	Suburban Journals	defunct
indystar.com	KEEP	US	The Indianapolis Star	
ktla.com	KEEP	US	KTLA	
philly.com	DROP	US	Philly.com	defunct
syracuse.com	KEEP	US	Syracuse.com	
nybooks.com	DROP	US	The New York Review of Books	notnews
courthousenews.com	KEEP	US	Courthouse News Service	
dailydot.com	KEEP	US	The Daily Dot	
laweekly.com	KEEP	US	LA Weekly	
theinformation.com	KEEP	US	The Information	
kansascity.com	KEEP	US	Kansas City Star	
militarytimes.com	KEEP	US	Military Times	
masslive.com	KEEP	US	MassLive	
grist.org	KEEP	US	Grist	
dispatch.com	KEEP	US	The Columbus Dispatch	
townhall.com	KEEP	US	Townhall	
link.gale.com	DROP	US	Gale	aggregator
pennlive.com	KEEP	US	PennLive	
mediaite.com	KEEP	US	Mediaite	
tennessean.com	KEEP	US	The Tennessean	
truthout.org	KEEP	US	Truthout	
nbcchicago.com	KEEP	US	NBC Chicago	
villagevoice.com	KEEP	US	The Village Voice	
defensenews.com	KEEP	US	Defense News	
awi.defensenews.com	DROP	US	Defense News	other
gothamist.com	KEEP	US	Gothamist	
courant.com	KEEP	US	Hartford Courant	
law360.com	KEEP	US	Law360	
abc7news.com	KEEP	US	ABC7 News	
statesman.com	KEEP	US	Austin American-Statesman	
mysanantonio.com	KEEP	US	San Antonio Express-News	
stripes.com	KEEP	US	Stars and Stripes	
desmoinesregister.com	KEEP	US	Des Moines Register	
altoonaherald.desmoinesregister.com	DROP	US	Altoona Herald-Mitchellville Index	defunct
cincinnati.com	KEEP	US	Cincinnati Enquirer	
newsobserver.com	KEEP	US	The News & Observer	
opensecrets.org	DROP	US	OpenSecrets	other
news.nau.edu	DROP	US	The NAU Review	notnews
triblive.com	KEEP	US	Pittsburgh Tribune-Review	
theblaze.com	KEEP	US	The Blaze	
9news.com	KEEP	US	9NEWS Denver	
jacobin.com	KEEP	US	Jacobin	
torrentfreak.com	KEEP	US	TorrentFreak	
wnyc.org	KEEP	US	WNYC	
christianitytoday.com	KEEP	US	Christianity Today	
jezebel.com	KEEP	US	Jezebel	
404media.co	KEEP	US	404 Media	
charlotteobserver.com	KEEP	US	Charlotte Observer	
deadspin.com	KEEP	US	Deadspin	
spokesman.com	KEEP	US	Spokesman-Review	
postandcourier.com	KEEP	US	The Post and Courier	
cjr.org	KEEP	US	Columbia Journalism Review	
pressherald.com	KEEP	US	Portland Press Herald	
christianpost.com	KEEP	US	The Christian Post	
drudgereport.com	DROP	US	Drudge Report	aggregator
nbcbayarea.com	KEEP	US	NBC Bay Area	
buffalonews.com	KEEP	US	Buffalo News	
northjersey.com	KEEP	US	The Record	
king5.com	KEEP	US	KING5	
semafor.com	KEEP	US	Semafor	
harpers.org	KEEP	US	Harper's Magazine	
adn.com	KEEP	US	Anchorage Daily News	
palmbeachpost.com	KEEP	US	The Palm Beach Post	
icij.org	KEEP	US	ICIJ	
twincities.com	KEEP	US	St. Paul Pioneer Press	
rollcall.com	KEEP	US	Roll Call	
dailyherald.com	KEEP	US	Daily Herald	
seattlepi.com	KEEP	US	Seattle Post-Intelligencer	
star.txstate.edu	KEEP	US	The University Star	
wfaa.com	KEEP	US	WFAA	
theringer.com	KEEP	US	The Ringer	
dailywire.com	KEEP	US	Daily Wire	
prospect.org	KEEP	US	The American Prospect	
mprnews.org	KEEP	US	MPR News	
6abc.com	KEEP	US	6abc	
oklahoman.com	KEEP	US	The Oklahoman	
dowjones.com	DROP	US	Dow Jones	wire
spacenews.com	KEEP	US	Space News	
aviationweek.com	KEEP	US	Aviation Week	
nbcdfw.com	KEEP	US	NBC DFW	
scotusblog.com	KEEP	US	SCOTUS Blog	
texasmonthly.com	KEEP	US	Texas Monthly	
lasvegassun.com	KEEP	US	Las Vegas Sun	
wsbtv.com	KEEP	US	WSB-TV	
courier-journal.com	KEEP	US	The Courier-Journal	
nbcphiladelphia.com	KEEP	US	NBC10 Philadelphia	
tucson.com	KEEP	US	Arizona Daily Star	
dailynews.com	KEEP	US	Los Angeles Daily News	
marinecorpstimes.va.newsmemory.com	DROP	US	Marine Corps Times e-edition	other
mediamatters.org	DROP	US	Media Matters for America	other
koreadaily.com	KEEP	US	The Korea Daily	
al-monitor.com	KEEP	US	Al-Monitor	
whyy.org	KEEP	US	WHYY	
calmatters.org	KEEP	US	Calmatters	
laist.com	KEEP	US	LAist	
star-telegram.com	KEEP	US	Fort Worth Star-Telegram	
wgntv.com	KEEP	US	WGN	
talkingpointsmemo.com	KEEP	US	Talking Points Memo	
niemanlab.org	KEEP	US	Nieman Lab	
pressdemocrat.com	KEEP	US	The Press Democrat	
kxan.com	KEEP	US	KXAN	
khou.com	KEEP	US	KHOU	
wnd.com	KEEP	US	WND	
infowars.com	KEEP	US	Infowars	
epochtimes.com	DROP	US	Epoch Times Chinese edition	nonukus
ecowatch.com	KEEP	US	EcoWatch	
jta.org	KEEP	US	Jewish Telegraphic Agency	
bangordailynews.com	KEEP	US	Bangor Daily News	
insideclimatenews.org	KEEP	US	Inside Climate News	
thefederalist.com	KEEP	US	The Federalist	
madison.com	KEEP	US	Wisconsin State Journal	
mcall.com	KEEP	US	The Morning Call	
catholicnewsagency.com	KEEP	US	Catholic News Agency	
dailyvoice.com	KEEP	US	The Daily Voice	
app.com	KEEP	US	Asbury Park Press	
advance.lexis.com	DROP	US	LexisNexis	aggregator
richmond.com	KEEP	US	Richmond Times-Dispatch	
jacksonville.com	KEEP	US	Florida Times-Union	
knoxnews.com	KEEP	US	Knoxville News Sentinel	
theblock.co	KEEP	US	The Block	
pilotonline.com	KEEP	US	The Virginian-Pilot	
11alive.com	KEEP	US	11Alive News	
ncronline.org	KEEP	US	National Catholic Reporter	
local10.com	KEEP	US	WPLG Local 10 News	
restofworld.org	KEEP	US	Rest of World	
kcrw.com	KEEP	US	KCRW	
miaminewtimes.com	KEEP	US	Miami New Times	
ny1.com	KEEP	US	NY1	
abc15.com	KEEP	US	ABC15 Arizona	
arkansasonline.com	KEEP	US	Arkansas Democrat-Gazette	
omaha.com	KEEP	US	Omaha World-Herald	
eenews.net	KEEP	US	E&E News	
campusgroups.erau.edu	DROP	US	Embry-Riddle Campus Groups	other
chicagobusiness.com	KEEP	US	Crain's Chicago Business	
sfexaminer.com	KEEP	US	San Francisco Examiner	
taskandpurpose.com	KEEP	US	Task & Purpose	
kentucky.com	KEEP	US	Lexington Herald-Leader	
delawareonline.com	KEEP	US	Delaware Online	
ctinsider.com	KEEP	US	CT Insider	
heraldtribune.com	KEEP	US	Sarasota Herald-Tribune	
democratandchronicle.com	KEEP	US	Democrat and Chronicle	
fox5atlanta.com	KEEP	US	Fox 5 Atlanta	
freebeacon.com	KEEP	US	Washington Free Beacon	
silive.com	KEEP	US	Staten Island Advance	
tallahassee.com	KEEP	US	Tallahassee Democrat	
religionnews.com	KEEP	US	Religion News Service	
redstate.com	KEEP	US	RedState	
lj3le7zk2e.search.serialssolutions.com	DROP	US	Serials Solutions	aggregator
yu7rz9hn8y.search.serialssolutions.com	DROP	US	Serials Solutions	aggregator
wc2vb5mt8e.search.serialssolutions.com	DROP	US	Serials Solutions	aggregator
zm3uh2fr3l.search.serialssolutions.com	DROP	US	Serials Solutions	aggregator
vh7qx3xe2p.search.serialssolutions.com	DROP	US	Serials Solutions	aggregator
my2vs8lv9p.search.serialssolutions.com	DROP	US	Serials Solutions	aggregator
bt2ha9xt3y.search.serialssolutions.com	DROP	US	Serials Solutions	aggregator
dg4zn4jn3v.search.serialssolutions.com	DROP	US	Serials Solutions	aggregator
qn6sj3qc3h.search.serialssolutions.com	DROP	US	Serials Solutions	aggregator
city-journal.org	KEEP	US	City Journal	
elibrary.cf.ac.uk	DROP	US	Cardiff University Library	aggregator
theroot.com	KEEP	US	The Root	
newjersey.news12.com	KEEP	US	News12NJ	
dailysignal.com	KEEP	US	The Daily Signal	
amny.com	KEEP	US	AM New York	
daytondailynews.com	KEEP	US	Dayton Daily News	
ezproxy.aut.ac.nz	DROP	US	AUT Library	aggregator
austinchronicle.com	KEEP	US	Austin Chronicle	
staradvertiser.com	KEEP	US	Honolulu Star-Advertiser	
americanbanker.com	KEEP	US	American Banker	
justsecurity.org	DROP	US	Just Security	notnews
cpr.org	KEEP	US	Colorado Public Radio	
gazette.com	KEEP	US	The Gazette	
thestate.com	KEEP	US	The State	
thestranger.com	KEEP	US	The Stranger	
hotair.com	KEEP	US	HotAir	
floridatoday.com	KEEP	US	Florida Today	
expressnews.com	KEEP	US	San Antonio Express-News	
eastbaytimes.com	KEEP	US	East Bay Times	
clarionledger.com	KEEP	US	Clarion Ledger	
tulsaworld.com	KEEP	US	Tulsa World	
chicagoreader.com	KEEP	US	Chicago Reader	
ctpost.com	KEEP	US	Connecticut Post	
fox5ny.com	KEEP	US	Fox 5 New York	
westword.com	KEEP	US	Westword	
providencejournal.com	KEEP	US	The Providence Journal	
wichita.edu	DROP	US	Studies in Medieval and Renaissance Teaching	journal
mcclatchydc.com	KEEP	US	McClatchy DC	
sfstandard.com	KEEP	US	The San Francisco Standard	
ejournal.abqjournal.com	DROP	US	Albuquerque Journal e-edition	other
abqjournal.com	KEEP	US	Albuquerque Journal	
washingtoncitypaper.com	KEEP	US	Washington City Paper	
wttw.com	KEEP	US	WTTW	
commercialappeal.com	KEEP	US	Commercial Appeal	
kpbs.org	KEEP	US	KPBS	
wickedlocal.com	DROP	US	Wicked Local	defunct
winchester.wickedlocal.com	DROP	US	Winchester Star	defunct
brookline.wickedlocal.com	DROP	US	Brookline TAB	defunct
chatham.wickedlocal.com	DROP	US	Wicked Local Chatham	defunct
waltham.wickedlocal.com	DROP	US	Waltham News Tribune	defunct
wayland.wickedlocal.com	DROP	US	Wayland Town Crier	defunct
mansfield.wickedlocal.com	DROP	US	Mansfield News	defunct
thenewstribune.com	KEEP	US	The News Tribune	
phoenixnewtimes.com	KEEP	US	Phoenix New Times	
lohud.com	KEEP	US	The Journal News	
kcci.com	KEEP	US	KCCI	
sportsbusinessjournal.com	KEEP	US	Sports Business Journal	
heraldnet.com	KEEP	US	The Everett Herald	
inthesetimes.com	KEEP	US	In These Times	
foxla.com	KEEP	US	FOX 11 Los Angeles	
dallasobserver.com	KEEP	US	Dallas Observer	
crainsnewyork.com	KEEP	US	Crain's New York Business	
kansas.com	KEEP	US	Wichita Eagle	
nbcconnecticut.com	KEEP	US	NBC Connecticut	
elnuevodia.com	KEEP	US	El Nuevo Día	
metrotimes.com	KEEP	US	Metro Times	
minnpost.com	KEEP	US	MinnPost	
ourmidland.com	KEEP	US	Midland Daily News	
rgj.com	KEEP	US	Reno Gazette-Journal	
coloradosun.com	KEEP	US	Colorado Sun	
infoweb.newsbank.com	DROP	US	NewsBank	aggregator
thejewishadvocate.newsbank.com	DROP	US	NewsBank	aggregator
desertsun.com	KEEP	US	The Desert Sun	
abovethelaw.com	KEEP	US	Above the Law	
hcn.org	KEEP	US	High Country News	
wweek.com	KEEP	US	Willamette Week	
firstthings.com	KEEP	US	First Things	
worldjournal.com	KEEP	US	World Journal	
babylonbee.com	DROP	US	The Babylon Bee	notnews
armytimes.com	KEEP	US	Army Times	
columbian.com	KEEP	US	The Columbian	
kvue.com	KEEP	US	KVUE	
fresnobee.com	KEEP	US	The Fresno Bee	
toledoblade.com	KEEP	US	The Blade	
wbtv.com	KEEP	US	WBTV	
sfweekly.com	KEEP	US	SF Weekly	
wbez.org	KEEP	US	WBEZ	
idahostatesman.com	KEEP	US	Idaho Statesman	
kcrg.com	KEEP	US	KCRG	
dailypress.com	KEEP	US	Daily Press	
naplesnews.com	KEEP	US	Naples Daily News	
nysun.com	KEEP	US	The New York Sun	
jns.org	KEEP	US	Jewish News Syndicate	
westernjournal.com	KEEP	US	The Western Journal	
publicintegrity.org	KEEP	US	Center for Public Integrity	
thefp.com	KEEP	US	The Free Press	
laopinion.com	KEEP	US	La Opinión	
dickinson.edu	DROP	US	Dickinson College	other
khn.org	KEEP	US	KFF Health News	
chalkbeat.org	KEEP	US	Chalkbeat	
dailycamera.com	KEEP	US	Daily Camera	
commons.trincoll.edu	DROP	US	Trinity College Commons	other
journalstar.com	KEEP	US	Lincoln Journal Star	
thefader.com	DROP	US	The Fader	notnews
studyfinds.org	DROP	US	StudyFinds	notnews
fair.org	DROP	US	Fairness and Accuracy in Reporting	other
out.com	DROP	US	Out	notnews
themarshallproject.org	KEEP	US	The Marshall Project	
morningbrew.com	KEEP	US	Morning Brew	
news-journalonline.com	KEEP	US	The Daytona Beach News-Journal	
abc27.com	KEEP	US	WHTM-TV	
sandiegoreader.com	KEEP	US	San Diego Reader	
wdrb.com	KEEP	US	WDRB News	
pulitzercenter.org	DROP	US	Pulitzer Center	other
kptv.com	KEEP	US	Fox 12 Oregon	
houstonpress.com	KEEP	US	Houston Press	
fox29.com	KEEP	US	FOX29 Philly	
news-press.com	KEEP	US	Fort Myers News-Press	
thegrio.com	KEEP	US	TheGrio	
shawlocal.com	KEEP	US	Shaw Local News Network	
thegazette.com	KEEP	US	Cedar Rapids Gazette	
lehighvalleylive.com	KEEP	US	The Express-Times	
santafenewmexican.com	KEEP	US	Santa Fe New Mexican	
nationaljournal.com	KEEP	US	National Journal	
eurasianet.org	KEEP	US	EurasiaNet	
justthenews.com	KEEP	US	Just the News	
independent.com	KEEP	US	Santa Barbara Independent	
billingsgazette.com	KEEP	US	Billings Gazette	
electronicintifada.net	KEEP	US	The Electronic Intifada	
hechingerreport.org	KEEP	US	The Hechinger Report	
ljworld.com	KEEP	US	Lawrence Journal-World	
www2.ljworld.com	DROP	US	Lawrence Journal-World	other
thebulwark.com	KEEP	US	The Bulwark	
thedenverchannel.com	KEEP	US	Denver7	
elpasotimes.com	KEEP	US	El Paso Times	
abc3340.com	KEEP	US	ABC 33/40 News	
zenit.org	DROP	US	Zenit News Agency	nonukus
cjonline.com	KEEP	US	The Topeka Capital-Journal	
archpaper.com	KEEP	US	The Architect's Newspaper	
ketv.com	KEEP	US	KETV NewsWatch 7	
fatherly.com	DROP	US	Fatherly	notnews
dailybreeze.com	KEEP	US	Daily Breeze	
theledger.com	KEEP	US	The Ledger	
roanoke.com	KEEP	US	The Roanoke Times	
citizen-times.com	KEEP	US	Asheville Citizen-Times	
news3lv.com	KEEP	US	KSNV News 3	
wgrz.com	KEEP	US	WGRZ	
techmeme.com	DROP	US	Techmeme	aggregator
stateline.org	KEEP	US	Stateline	
kcur.org	KEEP	US	KCUR	
tcpalm.com	KEEP	US	TCPalm	
nhregister.com	KEEP	US	New Haven Register	
statesmanjournal.com	KEEP	US	Statesman Journal	
19thnews.org	KEEP	US	The 19th	
navytimes.com	KEEP	US	Navy Times	
pjstar.com	KEEP	US	Journal Star	
floridapolitics.com	KEEP	US	Florida Politics	
notthebee.com	DROP	US	Not the Bee	notnews
seacoastonline.com	KEEP	US	Seacoastonline	
dnainfo.com	DROP	US	DNAinfo	defunct
news-leader.com	KEEP	US	Springfield News-Leader	
savannahnow.com	KEEP	US	Savannah Morning News	
torquenews.com	DROP	US	Torque News	notnews
gainesville.com	KEEP	US	Gainesville Sun	
primerahora.com	KEEP	US	Primera Hora	
lansingstatejournal.com	KEEP	US	Lansing State Journal	
marinij.com	KEEP	US	Marin Independent Journal	
uplift.com	DROP	US	Uplift	other
journalnow.com	KEEP	US	Winston-Salem Journal	
santacruzsentinel.com	KEEP	US	Santa Cruz Sentinel	
access.newspaperarchive.com	DROP	US	NewspaperArchive	aggregator
wkyt.com	KEEP	US	WKYT	
khon2.com	KEEP	US	KHON2 News	
drf.com	KEEP	US	Daily Racing Form	
blockclubchicago.org	KEEP	US	Block Club Chicago	
yaledailynews.com	KEEP	US	Yale Daily News	
greenvilleonline.com	KEEP	US	Greenville News	
katv.com	KEEP	US	KATV News	
pressofatlanticcity.com	KEEP	US	The Press of Atlantic City	
defector.com	KEEP	US	Defector	
trib.com	KEEP	US	Casper Star-Tribune	
pnj.com	KEEP	US	Pensacola News Journal	
texasobserver.org	KEEP	US	Texas Observer	
registerguard.com	KEEP	US	The Register-Guard	
gpb.org	KEEP	US	Georgia Public Broadcasting	
vcstar.com	KEEP	US	Ventura County Star	
wave3.com	KEEP	US	WAVE	
eu.beaconjournal.com	DROP	US	Akron Beacon Journal	other
beaconjournal.com	KEEP	US	Akron Beacon Journal	
