houseoffraser.co.uk	KEEP	UK	House of Fraser
theoutnet.com	KEEP	UK	The Outnet
hmv.com	KEEP	UK	HMV
bouxavenue.com	KEEP	UK	Boux Avenue
endclothing.com	KEEP	UK	END Clothing
mpb.com	KEEP	UK	MPB
reiss.com	KEEP	UK	Reiss
notonthehighstreet.com	KEEP	UK	Notonthehighstreet
peacocks.co.uk	KEEP	UK	Peacocks
cottontraders.com	KEEP	UK	Cotton Traders
coop.co.uk	KEEP	UK	Co-op
preloved.co.uk	DROP	UK	Preloved	notretail
gear4music.com	KEEP	UK	Gear4music
allsaints.com	KEEP	UK	AllSaints
moo.com	KEEP	UK	MOO
boohooman.com	KEEP	UK	BoohooMAN
spacenk.com	KEEP	UK	Space NK
lovecrafts.com	KEEP	UK	LoveCrafts
notino.co.uk	KEEP	UK	Notino UK
petsathome.com	KEEP	UK	Pets at Home
toolstation.com	KEEP	UK	Toolstation
aldi.co.uk	KEEP	UK	Aldi UK
sephora.co.uk	KEEP	UK	Sephora UK
lyreco.com	KEEP	UK	Lyreco UK
farrow-ball.com	KEEP	UK	Farrow & Ball
mountainwarehouse.com	KEEP	UK	Mountain Warehouse
topshop.com	KEEP	UK	Topshop
iceland.co.uk	KEEP	UK	Iceland
moonpig.com	KEEP	UK	Moonpig
theperfumeshop.com	KEEP	UK	The Perfume Shop
wilko.com	KEEP	UK	Wilko
costco.co.uk	KEEP	UK	Costco UK
freemans.com	KEEP	UK	Freemans
sportsshoes.com	KEEP	UK	SportsShoes
brandalley.co.uk	KEEP	UK	BrandAlley
jacksonsart.com	KEEP	UK	Jackson's Art Supplies
ralphlauren.co.uk	KEEP	UK	Ralph Lauren UK
wowcher.co.uk	DROP	UK	Wowcher	digital
robertdyas.co.uk	KEEP	UK	Robert Dyas
gooutdoors.co.uk	KEEP	UK	Go Outdoors
hobbycraft.co.uk	KEEP	UK	Hobbycraft
homebase.co.uk	KEEP	UK	Homebase
specsavers.co.uk	KEEP	UK	Specsavers
littlewoods.com	DROP	UK	Littlewoods	defunct
bmstores.co.uk	DROP	UK	B&M	notretail
harveynichols.com	KEEP	UK	Harvey Nichols
lidl.co.uk	DROP	UK	Lidl UK	notretail
jdwilliams.co.uk	KEEP	UK	JD Williams
appliancesdirect.co.uk	KEEP	UK	Appliances Direct
phase-eight.com	KEEP	UK	Phase Eight
schuh.co.uk	KEEP	UK	Schuh
lovehoney.co.uk	KEEP	UK	Lovehoney
superdry.com	KEEP	UK	Superdry
lakeland.co.uk	KEEP	UK	Lakeland
office.co.uk	KEEP	UK	Office
cinch.co.uk	KEEP	UK	Cinch
zooplus.co.uk	KEEP	UK	zooplus UK
yoursclothing.co.uk	KEEP	UK	Yours Clothing
thewhitecompany.com	KEEP	UK	The White Company
infinitymotorcycles.com	KEEP	UK	Infinity Motorcycles
backmarket.co.uk	KEEP	UK	Back Market UK
cultbeauty.co.uk	KEEP	UK	Cult Beauty
thompson-morgan.com	KEEP	UK	Thompson & Morgan
theworks.co.uk	KEEP	UK	The Works
eurocarparts.com	KEEP	UK	Euro Car Parts
victorianplumbing.co.uk	KEEP	UK	Victorian Plumbing
brewdog.com	KEEP	UK	BrewDog
game.co.uk	KEEP	UK	GAME
laredoute.co.uk	KEEP	UK	La Redoute UK
bulk.com	KEEP	UK	Bulk
thomassabo.com	KEEP	UK	Thomas Sabo
monicavinader.com	KEEP	UK	Monica Vinader
victoriassecret.co.uk	KEEP	UK	Victoria's Secret UK
roughtrade.com	KEEP	UK	Rough Trade
arket.com	KEEP	UK	Arket
hobbs.com	KEEP	UK	Hobbs
footasylum.com	KEEP	UK	Footasylum
flannels.com	KEEP	UK	Flannels
thewhiskyexchange.com	KEEP	UK	The Whisky Exchange
zavvi.com	KEEP	UK	Zavvi
monsoon.co.uk	KEEP	UK	Monsoon
evanscycles.com	KEEP	UK	Evans Cycles
groupon.co.uk	DROP	UK	Groupon UK	digital
made.com	DROP	UK	Made.com	defunct
fredperry.com	KEEP	UK	Fred Perry
scan.co.uk	KEEP	UK	Scan Computers
studio.co.uk	KEEP	UK	Studio
dfs.co.uk	KEEP	UK	DFS
newbalance.co.uk	KEEP	UK	New Balance UK
kwik-fit.com	KEEP	UK	Kwik Fit
crewclothing.co.uk	KEEP	UK	Crew Clothing
gsfcarparts.com	KEEP	UK	GSF Car Parts
sportsbikeshop.co.uk	KEEP	UK	Sportsbikeshop
prodirectsport.com	KEEP	UK	Pro:Direct Sport
blackcircles.com	KEEP	UK	Black Circles
motorpoint.co.uk	KEEP	UK	Motorpoint
habitat.co.uk	KEEP	UK	Habitat
fortnumandmason.com	KEEP	UK	Fortnum & Mason
whistles.com	KEEP	UK	Whistles
joules.com	KEEP	UK	Joules
libertylondon.com	KEEP	UK	Liberty London
fitflop.com	KEEP	UK	FitFlop
sweatybetty.com	KEEP	UK	Sweaty Betty
matchesfashion.com	DROP	UK	Matches	defunct
barbour.com	KEEP	UK	Barbour
plumbnation.co.uk	KEEP	UK	PlumbNation
underarmour.co.uk	KEEP	UK	Under Armour UK
cardfactory.co.uk	KEEP	UK	Card Factory
viovet.co.uk	KEEP	UK	VioVet
richersounds.com	KEEP	UK	Richer Sounds
guitarguitar.co.uk	KEEP	UK	GuitarGuitar
shpock.com	KEEP	UK	Shpock
karenmillen.com	KEEP	UK	Karen Millen
feelunique.com	DROP	UK	Feelunique	defunct
seasaltcornwall.com	KEEP	UK	Seasalt Cornwall
tedbaker.com	KEEP	UK	Ted Baker
plumbworld.co.uk	KEEP	UK	Plumbworld
lululemon.co.uk	KEEP	UK	Lululemon UK
espares.co.uk	KEEP	UK	eSpares
beautybay.com	KEEP	UK	Beauty Bay
vistaprint.co.uk	KEEP	UK	Vistaprint UK
vapeclub.co.uk	KEEP	UK	Vape Club
crocs.co.uk	KEEP	UK	Crocs UK
ironmongerydirect.co.uk	KEEP	UK	IronmongeryDirect
size.co.uk	KEEP	UK	size?
glassesdirect.co.uk	KEEP	UK	Glasses Direct
shoezone.com	KEEP	UK	Shoe Zone
ebuyer.com	KEEP	UK	Ebuyer
anglingdirect.co.uk	KEEP	UK	Angling Direct
firebox.com	KEEP	UK	Firebox
skechers.co.uk	KEEP	UK	Skechers UK
savers.co.uk	KEEP	UK	Savers
masterofmalt.com	KEEP	UK	Master of Malt
woolwarehouse.co.uk	KEEP	UK	Wool Warehouse
gardeningexpress.co.uk	KEEP	UK	Gardening Express
whsmith.co.uk	KEEP	UK	WHSmith
snapfish.co.uk	KEEP	UK	Snapfish UK
menkind.co.uk	KEEP	UK	Menkind
carhartt-wip.com	KEEP	UK	Carhartt WIP
annsummers.com	KEEP	UK	Ann Summers
clubhousegolf.co.uk	KEEP	UK	Clubhouse Golf
forbiddenplanet.com	KEEP	UK	Forbidden Planet
mulberry.com	KEEP	UK	Mulberry
secretsales.com	KEEP	UK	Secret Sales
simplybe.co.uk	KEEP	UK	Simply Be
bloomandwild.com	KEEP	UK	Bloom & Wild
wexphotovideo.com	KEEP	UK	Wex Photo Video
accessorize.com	KEEP	UK	Accessorize
markselectrical.co.uk	KEEP	UK	Marks Electrical
maplin.co.uk	KEEP	UK	Maplin
andertons.co.uk	KEEP	UK	Andertons
papier.com	KEEP	UK	Papier
musicmagpie.co.uk	KEEP	UK	MusicMagpie
travisperkins.co.uk	KEEP	UK	Travis Perkins
thepihut.com	KEEP	UK	The Pi Hut
cotswoldoutdoor.com	KEEP	UK	Cotswold Outdoor
pimoroni.com	KEEP	UK	Pimoroni
allbeauty.com	KEEP	UK	Allbeauty
photobox.co.uk	KEEP	UK	Photobox
moss.co.uk	KEEP	UK	Moss
dreams.co.uk	KEEP	UK	Dreams
dorothyperkins.com	KEEP	UK	Dorothy Perkins
wallpaperdirect.com	KEEP	UK	Wallpaperdirect
tredz.co.uk	KEEP	UK	Tredz
alpinetrek.co.uk	KEEP	UK	Alpinetrek
thetoyshop.com	KEEP	UK	The Entertainer
chainreactioncycles.com	KEEP	UK	Chain Reaction Cycles
box.co.uk	KEEP	UK	Box
whitestuff.com	KEEP	UK	White Stuff
jojomamanbebe.co.uk	KEEP	UK	JoJo Maman Bebe
regatta.com	KEEP	UK	Regatta
cef.co.uk	KEEP	UK	CEF
castore.com	KEEP	UK	Castore
visionexpress.com	KEEP	UK	Vision Express
pcspecialist.co.uk	KEEP	UK	PC Specialist
hackett.com	KEEP	UK	Hackett
dunelondon.com	KEEP	UK	Dune London
mamasandpapas.com	KEEP	UK	Mamas & Papas
pharmacy2u.co.uk	KEEP	UK	Pharmacy2U
brompton.com	KEEP	UK	Brompton
hotelchocolat.com	KEEP	UK	Hotel Chocolat
hellofresh.co.uk	KEEP	UK	HelloFresh UK
hamleys.com	KEEP	UK	Hamleys
brownsfashion.com	KEEP	UK	Browns Fashion
microsoft.com	DROP	US	Microsoft	software
apple.com	KEEP	US	Apple
amazon.com	KEEP	US	Amazon
samsung.com	KEEP	US	Samsung
ui.com	KEEP	US	Ubiquiti
ebay.com	KEEP	US	eBay
hp.com	KEEP	US	HP
alibaba.com	DROP	US	Alibaba	nonukus
etsy.com	KEEP	US	Etsy
walmart.com	KEEP	US	Walmart
tp-link.com	KEEP	US	TP-Link
aliexpress.com	DROP	US	AliExpress	nonukus
temu.com	KEEP	US	Temu
dell.com	KEEP	US	Dell
shein.com	KEEP	US	Shein
target.com	KEEP	US	Target
playstation.com	DROP	US	PlayStation	digital
ikea.com	KEEP	US	IKEA
nintendo.com	KEEP	US	Nintendo
nike.com	KEEP	US	Nike
asus.com	KEEP	US	ASUS
ring.com	KEEP	US	Ring
homedepot.com	KEEP	US	The Home Depot
bestbuy.com	KEEP	US	Best Buy
lenovo.com	KEEP	US	Lenovo
rakuten.com	DROP	US	Rakuten	notretail
xbox.com	DROP	US	Xbox	digital
discogs.com	KEEP	US	Discogs
lg.com	KEEP	US	LG
lowes.com	KEEP	US	Lowe's
hm.com	KEEP	US	H&M
costco.com	KEEP	US	Costco
garmin.com	KEEP	US	Garmin
netgear.com	KEEP	US	Netgear
kohls.com	KEEP	US	Kohl's
logitech.com	KEEP	US	Logitech
blueapron.com	KEEP	US	Blue Apron
sony.com	KEEP	US	Sony
barnesandnoble.com	KEEP	US	Barnes & Noble
lego.com	KEEP	US	LEGO
wayfair.com	KEEP	US	Wayfair
adidas.com	KEEP	US	Adidas
instacart.com	KEEP	US	Instacart
redbubble.com	KEEP	US	Redbubble
sonos.com	KEEP	US	Sonos
starbucks.com	DROP	US	Starbucks	notretail
zara.com	KEEP	US	Zara
uniqlo.com	KEEP	US	Uniqlo
asos.com	KEEP	UK	ASOS
walgreens.com	KEEP	US	Walgreens
dhgate.com	DROP	US	DHgate	nonukus
macys.com	KEEP	US	Macy's
samsclub.com	KEEP	US	Sam's Club
vinted.com	DROP	US	Vinted	nonukus
abebooks.com	KEEP	US	AbeBooks
simplisafe.com	KEEP	US	SimpliSafe
arlo.com	KEEP	US	Arlo
dji.com	KEEP	US	DJI
farfetch.com	KEEP	UK	Farfetch
mercari.com	KEEP	US	Mercari
gap.com	KEEP	US	Gap
tcgplayer.com	KEEP	US	TCGplayer
poshmark.com	KEEP	US	Poshmark
dickssportinggoods.com	KEEP	US	Dick's Sporting Goods
nordstrom.com	KEEP	US	Nordstrom
cvs.com	KEEP	US	CVS Pharmacy
razer.com	KEEP	US	Razer
chewy.com	KEEP	US	Chewy
fitbit.com	KEEP	US	Fitbit
belkin.com	KEEP	US	Belkin
victoriassecret.com	KEEP	US	Victoria's Secret
michaels.com	KEEP	US	Michaels
shutterfly.com	KEEP	US	Shutterfly
newegg.com	KEEP	US	Newegg
zazzle.com	KEEP	US	Zazzle
bhphotovideo.com	KEEP	US	B&H Photo Video
kroger.com	KEEP	US	Kroger
mango.com	KEEP	US	Mango
sephora.com	KEEP	US	Sephora
menards.com	KEEP	US	Menards
qvc.com	KEEP	US	QVC
acehardware.com	KEEP	US	Ace Hardware
jcpenney.com	KEEP	US	JCPenney
bookshop.org	KEEP	US	Bookshop.org
gamestop.com	KEEP	US	GameStop
vistaprint.com	KEEP	US	Vistaprint
iherb.com	KEEP	US	iHerb
rei.com	KEEP	US	REI
zappos.com	KEEP	US	Zappos
tractorsupply.com	KEEP	US	Tractor Supply
louisvuitton.com	KEEP	US	Louis Vuitton
webstaurantstore.com	KEEP	US	WebstaurantStore
puma.com	KEEP	US	Puma
skechers.com	KEEP	US	Skechers
groupon.com	DROP	US	Groupon	digital
harborfreight.com	KEEP	US	Harbor Freight Tools
lululemon.com	KEEP	US	Lululemon
thriftbooks.com	KEEP	US	ThriftBooks
digikey.com	KEEP	US	DigiKey
oreillyauto.com	KEEP	US	O'Reilly Auto Parts
birkenstock.com	KEEP	US	Birkenstock
chanel.com	KEEP	US	Chanel
ifixit.com	KEEP	US	iFixit
academy.com	KEEP	US	Academy Sports and Outdoors
bedbathandbeyond.com	KEEP	US	Bed Bath & Beyond
wyze.com	KEEP	US	Wyze
torrid.com	KEEP	US	Torrid
mouser.com	KEEP	US	Mouser Electronics
carvana.com	KEEP	US	Carvana
whoop.com	KEEP	US	Whoop
ulta.com	KEEP	US	Ulta Beauty
gopro.com	KEEP	US	GoPro
gunbroker.com	KEEP	US	GunBroker
dior.com	KEEP	US	Dior
palmettostatearmory.com	KEEP	US	Palmetto State Armory
scholastic.com	KEEP	US	Scholastic
thredup.com	KEEP	US	ThredUp
jbl.com	KEEP	US	JBL
steelseries.com	KEEP	US	SteelSeries
bambulab.com	KEEP	US	Bambu Lab
stockx.com	KEEP	US	StockX
depop.com	KEEP	UK	Depop
overstock.com	KEEP	US	Overstock
ecobee.com	KEEP	US	ecobee
mattel.com	KEEP	US	Mattel
adafruit.com	KEEP	US	Adafruit
revolve.com	KEEP	US	Revolve
staples.com	KEEP	US	Staples
petco.com	KEEP	US	Petco
govee.com	KEEP	US	Govee
maurices.com	KEEP	US	Maurices
autozone.com	KEEP	US	AutoZone
saksfifthavenue.com	KEEP	US	Saks Fifth Avenue
anker.com	KEEP	US	Anker
patagonia.com	KEEP	US	Patagonia
therealreal.com	KEEP	US	The RealReal
artsy.net	KEEP	US	Artsy
officedepot.com	KEEP	US	Office Depot
petsmart.com	KEEP	US	PetSmart
gucci.com	KEEP	US	Gucci
sweetwater.com	KEEP	US	Sweetwater
grainger.com	KEEP	US	Grainger
corsair.com	KEEP	US	Corsair
hermes.com	KEEP	US	Hermes
fashionnova.com	KEEP	US	Fashion Nova
faire.com	KEEP	US	Faire
hsn.com	KEEP	US	HSN
asics.com	KEEP	US	ASICS
bose.com	KEEP	US	Bose
coach.com	KEEP	US	Coach
ecoflow.com	KEEP	US	EcoFlow
zola.com	KEEP	US	Zola
abercrombie.com	KEEP	US	Abercrombie & Fitch
oakley.com	KEEP	US	Oakley
wholefoodsmarket.com	KEEP	US	Whole Foods Market
dollargeneral.com	KEEP	US	Dollar General
fanatics.com	KEEP	US	Fanatics
publix.com	KEEP	US	Publix
levi.com	KEEP	US	Levi's
summitracing.com	KEEP	US	Summit Racing Equipment
underarmour.com	KEEP	US	Under Armour
trekbikes.com	KEEP	US	Trek Bikes
lacoste.com	KEEP	US	Lacoste
hollisterco.com	KEEP	US	Hollister
urbanoutfitters.com	KEEP	US	Urban Outfitters
net-a-porter.com	KEEP	UK	Net-a-Porter
anthropologie.com	KEEP	US	Anthropologie
bathandbodyworks.com	KEEP	US	Bath & Body Works
michaelkors.com	KEEP	US	Michael Kors
hobbylobby.com	KEEP	US	Hobby Lobby
ssense.com	KEEP	US	SSENSE
reverb.com	KEEP	US	Reverb
thenorthface.com	KEEP	US	The North Face
spoonflower.com	KEEP	US	Spoonflower
rockauto.com	KEEP	US	RockAuto
shopbop.com	KEEP	US	Shopbop
belk.com	KEEP	US	Belk
dyson.com	KEEP	US	Dyson
sparkfun.com	KEEP	US	SparkFun
cricut.com	KEEP	US	Cricut
bloomingdales.com	KEEP	US	Bloomingdale's
ashleyfurniture.com	KEEP	US	Ashley Furniture
pandora.net	KEEP	US	Pandora
insta360.com	KEEP	US	Insta360
neimanmarcus.com	KEEP	US	Neiman Marcus
sleepnumber.com	KEEP	US	Sleep Number
hoka.com	KEEP	US	Hoka
williams-sonoma.com	KEEP	US	Williams Sonoma
bjs.com	KEEP	US	BJ's Wholesale Club
gopuff.com	KEEP	US	Gopuff
ae.com	KEEP	US	American Eagle Outfitters
sherwin-williams.com	KEEP	US	Sherwin-Williams
totalwine.com	KEEP	US	Total Wine & More
dollartree.com	KEEP	US	Dollar Tree
quip.com	DROP	US	quip	software
crocs.com	KEEP	US	Crocs
talbots.com	KEEP	US	Talbots
safeway.com	KEEP	US	Safeway
loft.com	KEEP	US	Loft
harley-davidson.com	KEEP	US	Harley-Davidson
vans.com	KEEP	US	Vans
hottopic.com	KEEP	US	Hot Topic
cartier.com	KEEP	US	Cartier
ralphlauren.com	KEEP	US	Ralph Lauren
crateandbarrel.com	KEEP	US	Crate & Barrel
uline.com	KEEP	US	Uline
wish.com	KEEP	US	Wish
nordstromrack.com	KEEP	US	Nordstrom Rack
snapfish.com	KEEP	US	Snapfish
tommy.com	KEEP	US	Tommy Hilfiger
heb.com	KEEP	US	H-E-B
mcmaster.com	KEEP	US	McMaster-Carr
prada.com	KEEP	US	Prada
dillards.com	KEEP	US	Dillard's
potterybarn.com	KEEP	US	Pottery Barn
woot.com	KEEP	US	Woot
hugoboss.com	KEEP	US	Hugo Boss
bodybuilding.com	KEEP	US	Bodybuilding.com
stitchfix.com	KEEP	US	Stitch Fix
hellofresh.com	KEEP	US	HelloFresh
worldmarket.com	KEEP	US	World Market
jcrew.com	KEEP	US	J.Crew
weber.com	KEEP	US	Weber
dsw.com	KEEP	US	DSW
mytheresa.com	KEEP	US	Mytheresa
basspro.com	KEEP	US	Bass Pro Shops
scheels.com	KEEP	US	Scheels
lanebryant.com	KEEP	US	Lane Bryant
sportsmans.com	KEEP	US	Sportsman's Warehouse
llbean.com	KEEP	US	L.L.Bean
guitarcenter.com	KEEP	US	Guitar Center
1stdibs.com	KEEP	US	1stDibs
specialized.com	KEEP	US	Specialized
tiffany.com	KEEP	US	Tiffany & Co.
freepeople.com	KEEP	US	Free People
bonanza.com	KEEP	US	Bonanza
adorama.com	KEEP	US	Adorama
eero.com	KEEP	US	eero
babylist.com	KEEP	US	Babylist
cabelas.com	KEEP	US	Cabela's
armani.com	KEEP	US	Armani
zoro.com	KEEP	US	Zoro
backcountry.com	KEEP	US	Backcountry
footlocker.com	KEEP	US	Foot Locker
quince.com	KEEP	US	Quince
hallmark.com	KEEP	US	Hallmark
boohoo.com	KEEP	UK	Boohoo
offerup.com	KEEP	US	OfferUp
crutchfield.com	KEEP	US	Crutchfield
orientaltrading.com	KEEP	US	Oriental Trading
